Column1;acctdesc;location;following;followers;totaltweets;usercreatedts;tweetcreatedts;retweetcount;hashtags;text;target
2636;"Nacido Villarrobledo (Albacete) 5-11- 1951. Mërida.
Dirección de Empresa. Investigador Fenomeno OVNI desde 1967.
Programas Radio, Conferencias, Revistas, TV.";España;222;108;28379;12/08/2011 20:28;28/12/2020 10:05;0;[];El peligro de los jóvenes inmigrantes, subvencionados y por las calles! https://t.co/0j9ts8oGr8;1
2650;;;207;218;6412;05/07/2011 23:08;28/12/2020 9:45;0;[];@Rocio77798436 @ca7era @Africamar Ayer estube leyendo el prospecto de la vacuna pfizer y pone bien claro que no es recomendable ponerla a menores de 16 años. En mi opinión, lo que quieren hacer con la vacuna es cargarse ancianos para poder traer más menas, pero de momento a los críos no creo que les hagan nada.;1
2666;"Roma no paga traidores,  España los hace ricos.

Afiliado a VOX.💚🇪🇦💚 
#TeamVOX 💚
#LevantandoEspaña💚💚
#LevantandoEspañaConVox
💚💚";Málaga;1636;893;11175;17/01/2010 17:45;28/12/2020 9:26;0;[];@ladomilamidola @navedelmisterio Seguro llegó grabandose en la patera en modo fiesta, si tenia para un iPhone tenía para un billete de avión.;1
2670;nada que decir;;17;2;39;12/11/2020 14:35;28/12/2020 9:12;0;[];@Igarrigavaz Te refieres al referendum en catalunya no? Vamos a ver negro, te coges la patera y te vuelves a tu pais y ahí pide lo que te de la gana, que esto es España. Te has fijado eeeh, clavo vuestros discursos. Besisssssss;1
2671;Politólogo antimarxista.;Inca, España;3921;2625;58773;08/11/2011 19:56;28/12/2020 9:11;1;[];"Tendría que haber venido en patera, no en avión. A quién se le ocurre... 🙃

La policía impide la entrada de un pasajero británico en Palma por no ser residente https://t.co/rjf9hgLvY6 vía @Uhmallorca";1
2678;La diversidad es requisito en la construcción de un proyecto común. Psicólogo🧘🏾 Neurociencia Cognitiva🧠 Orientación Educativa🧙🏾‍♂️ Participación🃏;Andalucía, España;728;506;5403;08/04/2010 18:44;28/12/2020 9:01;0;[];@PascualGil1 El alumnado “responsable” da la casualidad entonces que nace en barrios socioeconómicamente ricos, y familias con estudios. Ni un “responsable” inmigrante. Siento no estar de acuerdo contigo, falta mucha formación sobre el objeto del trabajo: el alumnado.;1
2681;Excusatio non petita... Accusatio manifesta.;Terrícola;6656;6578;7314;14/10/2013 7:56;28/12/2020 8:57;2;[];"Y esto solo es el principio de la debacle que se aproxima... (guarden este twit)

Detectados nuevos grupos violentos de ex MENAS que se disputan territorios con bandas latinas: https://t.co/GInkrEHVIa";1
2694;"Amante de la historia militar y la economía
Aficionado de la Psicología de las emociones
Español y Patriota
Siempre abierto al debate amistoso y con respeto";España;175;108;73;25/12/2020 9:24;28/12/2020 8:44;1;[{'text': 'StopInmigraciónIlegal', 'indices': [138, 160]}];"Esto es lo que nos faltaba ya , mientras dejemos entrar a sus anchas a todos esos inmigrantes ILEGALES tendremos mas y mas delincuencia . #StopInmigraciónIlegal 
https://t.co/Msm4ch3YSr";1
2696;Inasequible al desaliento. EL pueblo que no lucha por su libertad, está muerto. Un pueblo sin dignidad, no merece ser libre. ¡V.E.R.D.E.! ¡¡VIVA ESPAÑA!!;;3128;3148;5086;11/04/2020 12:58;28/12/2020 8:41;0;[];"-Para los menas TODO, para nuestros mayores, pensionistas, parados y camioneros, NADA
               GOBIERNO DE ESPAÑA https://t.co/cwtKyl8fbC";1
2698;Un idealista hijo de Sócrates, nieto de Fulgencio y bisnieto de Leoncio. Padre de Amanda. No te rindas, nadie lo hará por ti. Bloqueado por rojos y EspinosaVox.;Cataluña, España;25;254;5970;05/06/2014 20:29;28/12/2020 8:40;0;[];Las vacunas NO las paga el Gobierno comunista de España. Las pagas tú, él, nosotros, vosotros, ellos y yo. Ni siquiera las pagan los muchachos africanos que dejan llegar en patera o los que ocupan tu casa. Que no te mientan. Sin nosotros NADA le es posible hacer. Hazlo valer. https://t.co/0Xj63pmIq7;1
2699;Católica, Monárquica, de derechas y del R. Madrid.;Asturias;12020;12032;78908;12/10/2012 17:44;28/12/2020 8:39;0;[];"Detectados nuevos grupos violentos de ex MENAS que se disputan territorios con bandas latinas: https://t.co/lXr8vfKQHx
A eso es a lo que estámos llegando acogiendo a los menas, vengan de donde vengan.
Se convierten en bandas de delincuentes que sufrimos los ciudadanos.";1
2744;pájaros en la cabeza;España;2224;1119;23808;20/01/2019 10:12;28/12/2020 7:22;0;[];@ElMotarrdo Ya pudieron soltar allí los monos en patera, los demás pasan bajo metralleta, pero siempre les queda unirse a Paquistan que por allí les abren las cadenas del puerto....;1
2751;Valenciana y Española. Digo lo que pienso aunque me caiga la del pulpo 🐙;Valencia, España;1291;823;3644;16/09/2018 15:34;28/12/2020 7:11;0;[{'text': 'VacunaCOVID19', 'indices': [151, 165]}];Los menas, los presos y los inmigrantes recibirán la vacuna antes que cualquier español. Y si no te parece bien, te jodes y sigues pagando el chiringo #VacunaCOVID19 https://t.co/acypzmw9GI;1
2770;AF por MIFID II. Me gusta la figuración en anuncios,  pelis, etc. .,Sigo a quien quiero en Twitter, igual que tu. Respect.;Real Sitio e Insigne Villa.;841;709;12359;19/01/2019 8:08;28/12/2020 6:27;0;[];@PiliCancela @sanchezcastejon Los españoles.  Con sus aportaciones en impuestos directos e indirectos.  Es su deber invertir y revertir esos tributos en bienestar social.  No en golfos,  menas y contratos a dedo. Llevan 70.000 muertos en su mochila;1
2783;Flow;;800;120;727;28/11/2020 21:01;28/12/2020 5:40;0;[];@MAECgob @royjanes Si vienes en patera todo gratis, no hace falta prueba, te dan paga, hotel, movil y mantas, clases de surf gratis y macarrones...;1
2836;Azote de la izquierda snowflake y sensiblera;;91;31;476;01/04/2020 19:25;28/12/2020 2:20;0;[];"@palesmartfon @InesArrimadas Pues sale del CIS de Tezanos. 

Y sí, me preocupa que me suban los impuestos para pagar hotelitos a los que vienen en patera, o que lo dilapiden en chiringuitos feminazis sin utilidad alguna! https://t.co/1rF1nKvNJo";1
2851;;;68;12;162;03/02/2014 23:29;28/12/2020 1:27;0;[];@NacionDigital2 Preparen una patera y devuelvanlo por donde vino;1
2866;;-34.681956,-58.473835;123;51;365;03/05/2010 17:31;28/12/2020 1:08;0;[];"Hasta voz de negra de mierda tiene la ""maestra"". https://t.co/yHjRqLN5Yg";1
2898;"Alfonso Ferreras


📍Madrid 🇪🇺

🔴🔴🔴🔴🔴🔴🔴🔴🔴
🔴⚪🔴⚪🔴⚪🔴⚪🔴
🔴🔴⚪🔴⚪🔴⚪🔴🔴
🔴🔴🔴🔴🔴🔴🔴🔴🔴

#FedEU #CentroRadical #Madrid";Madrid, Comunidad de Madrid;127;91;678;11/11/2020 21:02;28/12/2020 0:17;0;[];@MurciaCiudadana Fuer@ inmigrante de m|erd@;1
2903;Tuteo solamente a amigos y a quienes no respeto, y tú no eres mi amigo.;;195;85;54796;12/01/2011 14:05;28/12/2020 0:01;0;[];@Sefuelix ¿Se creen que pueden salir a su antojo como si fueran menas o welcomerefugees?;1
2913;;Chile;111;60;1329;21/11/2020 2:54;29/12/2020 23:45;0;[];@Cooperativa Claro, pero sigan dejando entrar cada inmigrante ilegal al país. En la frontera norte todos los días pasan drogas de extranjeros, todos los días.;1
2917;"Cree en ti y serás imparable!
 
Madridista!";España 🇪🇸;436;259;7232;12/07/2016 18:36;29/12/2020 23:43;0;[];@luissuarezherna @avtorresp con la cantaleta de que los canarios son inmigrantes.  Comparando a los que iba  a América a TRABAJAR. No he visto ni un inmigrante ilegal TRABAJAR .;1
2921;Si no te gusta la Bandera 🇪🇸 te acompaño a la frontera.;🇪🇸;184;264;89;26/02/2020 12:01;29/12/2020 23:37;0;[];@NaziMariconazi DISFRUTA DE LAS SUBIDAS DE IMPUESTOS QUE TE VAN A HACER JAJAJAJAA PARA PAGAR MENAS Y MINISTERIO DE IGUALDAD Y GOBERNADO POR INDEPES, ETARRAS Y COMITÉS DE EXPERTOS QUE NO EXISTEN https://t.co/QI68Vugcwa;1
2925;✊💚;Lomas de Zamora, Argentina;103;103;3946;15/07/2020 8:11;29/12/2020 23:33;0;[];Negra de mierda como le vas a pegar al nene con un PALO, ese nene no tiene ni 6 años, la re bajo ver esa situación😞;1
2930;vida plena;España;1109;702;32091;21/04/2020 16:44;29/12/2020 23:29;1;[];"@MurcianoUn la patera trae cargador usb.
¡¡ Que no vienen coño !!
 QUE LOS TRAEN, TRAFICO DE ESCLAVOS, ahora la cris .. roja los prepara, los empadronan, en el parador nacional, o en un puticlub, o la sombra de una higuera, y el año que viene votan en las municipales...";1
2934;Me cansé de comer tanta rata, que me quedé en España por sus tapas! #Málaga #ClanVelasco ❤#MichaelJackson❤           👉#LagartodV👈 🚫NO DM🚫;🚀🌍;481;718;17096;17/11/2019 1:25;29/12/2020 23:25;0;[];"@alicia_z72 Va haber hambre, pobreza, invasión y delincuencia... lo q es un completo!
Cuando el pueblo español vea q no tiene cómo salir adelante y q el inmigrante ilegal tiene toda la ayuda... dirán q son españoles racistas, pero las hostias van a sonar como campanadas";1
2948;vengo a este mundo a luchar contra ultras, extremistas y algún que otro imbécil;;120;121;14868;10/05/2019 17:31;29/12/2020 23:07;0;[];@miriam_herena @Setdenou @Octubre331 @latinosxRep Idiota, la nación que le acoje es España, ellos tienen todo el derecho a hablar en español, el catalan sería opcional pero nunca una obligación. Y si no os gusta, ya sabes una patera y a otro país;1
2965;;Región Coquimbo;1886;1836;41347;06/01/2012 3:23;29/12/2020 22:54;1;[];@PanteraDeChile El inmigrante decente es el que ingresó al país con todos sus papeles en regla y trabajan aportando al país, hoy, el 99% son ilegales, envían miles de$$, a sus países y gozan de privilegios que ni siquiera tienen los chilenos.;1
2996;;;652;378;31311;11/03/2018 8:05;29/12/2020 22:26;0;[];"@DXaby @el_pais La población española es 10 veces más numerosa que la inmigrante
96 x 10 = 960

960 : 320 = 3 

Proporcionalmente a la población los inmigrantes tiene un a tasa tres veces superior de agresiones sexuales que la de los españoles.

Otra cosa es que andemos mal de ""cuentas""..!";1
3000;Mujer, madre y esposa. Libre, independiente y diestra.;;523;346;1802;15/09/2020 19:19;29/12/2020 22:22;2;[];@carlesgusau @JRhodesPianist Qué vergüenza de país y que injusto me parece, unos saltan una valla, otros llegan en patera y otros son unos palmeros del Gobierno, si entras de forma lega solo te toca esperar y currar y solo con un poco de suerte lo conseguirán.;1
3009;Inadaptado. Y a mucha honra. |ACTUALIZACIÓN| No hablo con huevos.;Pedanía de Los Torraos, Ceutí;275;1486;15315;17/10/2015 17:47;29/12/2020 22:16;0;[];Lo siguiente son todos los negros yihadistas que vienen en patera. Al tiempo. https://t.co/oENCwIF79s;1
3013;;;5;2;79;27/02/2020 18:18;29/12/2020 22:13;0;[];@KarenKoetje Inmigrante, con elástico para su país, no aportan nada, ladrones, rateros, cuatreros, pinganillas, sicarios, abusadores, pencas, tontos , delincuentes, malas costumbres, ...... etcétera.;1
3025;"Luchando que no es poco.
Socialista de izquierdas y votante de @Podemos                          #IIIRepública";Cobeja, (Toledo) Spain ;83;1584;10491;06/02/2011 12:40;29/12/2020 22:01;0;[];@javiernegre10 El perico que te metes, también te lo traen en patera Condenas?;1
3028;"no sigo kirchneristas ni abortistas, conciencia tranquila de nunca haber votado peronismo, si sos facho Anti progre,socialista,k; te sigo";Mendoza, Argentina;735;248;17392;27/02/2010 19:04;29/12/2020 21:55;0;[];@monlaferte No te tenía bloqueada negra de mierda ahora lo hago;1
3034;Sapere Aude. Si vis pacem, para bellum ;;539;341;5062;26/04/2020 21:44;29/12/2020 21:53;0;[];@onedbcn @javicluster @janagar76 @PabloIglesias @JRhodesPianist Barcelona ciutat de MENAS. Qué vertedero más bonito os está quedando;1
3050;"Cta 2.Republicana, pinochetista. 
22% de pocos pero buenos 👌";Los Ríos, Chile;3262;2738;2533;10/01/2016 21:32;29/12/2020 21:42;1;[];@bevita Ella es inmigrante e hija de lider terrorista. Un escombro más...;1
3052;Comprometido con el mundo  que me han tocado vivir. Mi pasión es la Naturaleza es todos sus aspectos. Sigo creyendo en la bondad de la especie humana.;;485;484;10468;18/03/2020 23:48;29/12/2020 21:41;0;[];@maiterico @Tonicanto1 Que se meta en una patera y espere a que le rescaten. Hago broma, pero me causa repugnancia la actitud de este miserable gobierno que tenemos. No olvidemos que están ahí, porque nos hemos creído sus mentiras. Hay que cambiar la ley electoral, elegir a personas, no a partidos.;1
3053;;;274;84;3090;23/06/2020 12:47;29/12/2020 21:41;0;[];@JRhodesPianist a ver inmigrante,no tengas prisa por nada,todo te llegara...como lo de las sillas,y como lo del colegio ya te llego de lo cual me alegro y mucho,espero que lo disfrutaras,lo de las sillas tambien te llegara,tu no tengas prisa ....azo;1
3056;La azote del buenismo!;;381;194;1657;28/10/2020 9:24;29/12/2020 21:39;0;[];@Josetxo05434274 @laCharo10 @Yoryo05 @SoniaVivasRive3 los niños de 35 años que alojan en hoteles de 4 estrellas en canarias, que no vienen en patera sino en barco nodriza... A 300.000 euros el día...hipócritas buenistas! https://t.co/UC4YeJu5Y2;1
3060;;;205;30;830;14/11/2015 20:50;29/12/2020 21:35;0;[];ILEGALES, MENAS Y SANCHEZPODEMOS A SU CASA YA¡¡¡;1
3061;Si has entrado en mi perfil para obtener información con la que atacarme, estás jodido.;Murcia, España;340;191;18544;23/05/2016 8:43;29/12/2020 21:34;0;[];@novatillasku @RamonEspinar Un inmigrante consigue nacionalidad por chuparle el culo al gobierno. El resto lo imitara;1
3065;Seguimos;;0;3;52;29/12/2020 18:37;29/12/2020 21:33;0;[];@tableroglobal Tu cuando hablas sabes lo que dices? y si dices lo contrario por interes? ya no comeis el coco ni a las abuelas, si a las que roban los menas to los dias, eso si me preocupa cabron!!;1
3070;;;454;415;3723;20/10/2020 17:04;29/12/2020 21:30;1;[];Jamás doy ni un puto peso a un inmigrante NADA https://t.co/XMCwyiC2Pu;1
3074;🐷🐷🐷🐷🐷;Valencia, España;327;161;2978;02/01/2019 17:36;29/12/2020 21:27;0;[];@PapiDomi02 @policia Enseña el dni inmigrante;1
3078;aprendí que twitter es una herramienta de localizar antisistemas;España 1939;190;329;1146;21/10/2020 14:20;29/12/2020 21:26;6;[];Vengo de buscar a mi hijo de 14 años y a su amigo, parapetados en un bar perseguidos por una caterva de menas y sudacas para agredirles y robarles... llegué y los monté en el coche, hp todos los que fomentáis que vengan estos mierdas, ojalá un grupo organizado como antaño.;1
3088;"Spanish catalan naZionalist, ""el Puchito"", leader of thousand of fanatic catalan sheeps, coward and wanted for corruption and rebellion only.";Waterloo, Belgium;0;0;479;18/04/2020 11:58;29/12/2020 21:17;0;[];@lofitor @nurbacardit habla espanol, ignorente, que con tu dialecto de pato catalan pareces a una inmigrante ilegal en el Reino de Espana. y no te olvides que tv3 es un programa de mierda naZicat sepaRATa...;1
3118;Azul y Verde, por la ventana;;19475;20156;52271;28/04/2011 16:22;29/12/2020 20:57;4;[];"Si Canal Sur va a seguir siendo otro altavoz de los comunistas ¿por qué no lo cierran YA?
El dinero que se gastan en mantenerlo que vaya a los andaluces necesitados, que son muchos, muchos más que los menas.";1
3124;;;1492;737;69664;19/06/2014 13:52;29/12/2020 20:55;0;[];@numer344 Que venga en patera y asunto terminado, todos que vienen de patera hoteles y vacaciones gratis, a la gente que escapa de la dictadura venezolana tienen que irse a Francia o otro país de Europa por que su hermano grande España no le da asilo en su casa;1
3125;"En lucha contra un mundo basado en una libertad de conciencia impuesta por psicópatas que no tienen conciencia.
La verdad solo es una, y me hace libre.";De Paso;585;2915;82185;21/02/2020 20:28;29/12/2020 20:54;2;[];"No, cipayos... Así os ven okupas, antifas, menas, ilegales, delincuentes, INVASORES... 

EL CIUDADANO DECENTE Y HONRADO OS TIENE MIEDO. 

YA SOIS UN EJÉRCITO MERCENARIO DE LA DICTADURA BOLIVARIANA DEL RÉGIMEN MASÓNICO, CORRUPTO Y TRAIDOR DEL 78 CONTRA EL PUEBLO ESPAÑOL. https://t.co/w42ihYS6QX";1
3126;Ganxó, catalanista, barcelonista, economista i golfista aficionat... I pare.;;829;246;20570;19/08/2011 12:14;29/12/2020 20:52;0;[];@EugeniodOrs_ Vale, lo importante no es el deslomado en Huelva, lo importante es el tal Rhodes pq lo han nacionalizado los de la izquierda. Ok, todo claro. Al inmigrante de la fresa que lo jodan. 👏🏽👏🏽;1
3135;⚜️;Twin Peaks;1847;333;10039;23/02/2014 2:58;29/12/2020 20:39;0;[];@3324cat Hijos de puta los dos mierda de menas;1
3149;Bloguero. Redactor de contenidos. Derechista. No a la xenofobia. Rockero de la vieja escuela. Sólo sigo a tuiteros que me siguen. CHUNCHO. Melómano ochentero.;Santiago, Chile;9951;16883;522938;02/09/2009 4:09;29/12/2020 20:28;0;[];@SandraR95829153 Yo al menos separo al inmigrante decente del inmigrante delincuente... así como también hago lo mismo con los chilenos.;1
3150;;;300;129;14293;08/11/2019 0:22;29/12/2020 20:28;0;[];@7_smok @jeerri_ quien te dio permiso de responder negro inmigrante;1
3151;Republicano internacionalista en defensa de los derechos públicos y del medio ambiente;;224;110;3808;24/07/2014 10:36;29/12/2020 20:28;0;[];@LaUltima_Hora @igb58 Yo le lanzaba en catapulta para que regresara en patera, por cabron;1
3153;Taurino de Talavante y Albinegro F/O 🇪🇸🇪🇸          Se hace camino al andar.......;;556;171;300;26/10/2014 15:03;29/12/2020 20:26;0;[];Tiempo al tiempo, una vez vuelva la normalidad subiran los casos de robo peleas de bandas de menas en castellon, ya van haciendo de las suyas, que impunidad tiene esta gentuza vergonzoso;1
3162;21k runner |Creador de los #JuevesDePanza Musica electrónica: Nick Warren  IG: https://t.co/vpkW12kkb5;Rosario;976;1849;70873;09/07/2009 16:47;29/12/2020 20:19;0;[];@AleVanderKor Deja de hablar al pedo!! Vos estudiaste en la UBA negra de mierda!!;1
3171;No soy un bot | Vivo en 1984 | Inquilina de la soledad | Eterna aprendiz | Steampunk debutante | Nostalgist | Nefelibata | Multilocal | Tentacular 🇪🇸🇻🇪;Aquí y allá;2573;3155;278876;06/08/2009 11:32;29/12/2020 20:10;0;[];A España no vengan salvo que lleguen en patera o adulen sin ningún tipo de reparo a Pablo Iglesias, como hace @JRhodesPianist. https://t.co/sekkgKmrVP;1
3172;Delenda est PP.   Si vis pacem para bellum;Pamplona, España;88;110;10531;18/10/2017 13:16;29/12/2020 20:10;0;[];@Doria1740 Excepto si eres inmigrante ilegal, por que entonces ni confinamiento ni nada. En España 🇪🇸 solo se exige cumplir la Ley a los ciudadanos honrados, los que cotizan y pagan impuestos.;1
3191;⚽ 💛;Maldonado;1379;1307;49575;31/08/2013 2:24;29/12/2020 19:49;0;[];Puta, lesbiana, cornuda, atorranta, negra de mierda, algo mas me queres decir “mamá “?;1
3206;De Ferrol, entre cines, teatros, motos, músicas, políticos e praias. Ah! e son criminólogo;;917;600;25258;23/07/2010 22:15;29/12/2020 19:38;0;[];El error es permitir que una familia (lacra) como esta siga en España campando a sus anchas y encima como sujeto de derecho. Patera, mano delante y otra detrás y fuera del país que saquearon y trataron de aniquilar https://t.co/8JLOUbLmch;1
3212;Ambientóloga. Cuerpo de Gestores de la Administración Civil del Estado. Socialista, feminista y ecologista🌹♀️♻️;Murcia;1196;1035;36149;26/10/2011 18:03;29/12/2020 19:29;0;[];@cemetry_gates @edumeteo @pablonazim Lo sé, no es comparable con ningún otro proceso de nacionalización, es por carta de naturaleza, es otra cosa. Hay casos de todo tipo: un deportista que el estado se quiere quedar, un artista, un inmigrante que rescata a un niño... Son Excepcionales.;1
3225;Aguantando las ostias del ayuntamiento de Pozuelo;Madrid, Comunidad de Madrid;81;46;262;22/05/2015 18:06;29/12/2020 19:08;0;[];@spquislant Nos comen los okupas y los menas, está pozuelo patao;1
3245;La historia no será tan magnánima como yo.;;629;200;9947;27/09/2015 15:13;29/12/2020 18:52;0;[];@naroh A mí que no me paguen el ERTE, que no me cojan el teléfono en el SEPES y que me digan “vuelva mañana que no quedan bolsas para darle” pero eso es mi privilegio de español viejo. En cuanto pueda vuelo a Marruecos y vuelvo en patera que hace 6 años que no piso hotel de 4⭐️.;1
3247;🟥🟨🟥;;419;1065;32477;12/08/2018 23:47;29/12/2020 18:47;0;[];@JasanGM18 @viva_la_morte @PadrinoTornato Yo prefiero mil veces que te vuelvas a tu país en patera, pero es lo que hay;1
3260;;;207;18;1938;09/01/2018 18:56;29/12/2020 18:27;0;[];@xiquitinx @JuankyGR84 @ElSrDerecha @emily_habsburg Los que entran en patera tienen porque saben que cuando lleguen tendrán sus iPhone y podrán cometer todo tipo de delitos sin que los deporten.;1
3270;Políticamente Incorrecto, Sincero,,Identitario y Patriota hasta la Médula.Harto de Hipócritas,Cobardes,Cínicos,Traidores Corruptos y Mentirosos;;2167;1916;92350;10/02/2018 18:33;29/12/2020 18:14;4;[];@policia Dejen ya de hacer gilipolleces, vigilen nuestras fronteras y protejan nuestros barrios de MENAS y narcokupas;1
3273;Marketing Online  y Análisis técnico. No hablaba tanto de política hasta que llegó este gobierno, lo prometo.;;105;79;2547;27/02/2013 13:30;29/12/2020 18:12;0;[];@guiller42gl @JRhodesPianist Lección poca doy. Te hablo desde la realidad y no desde el flowerpower. He vivido cerca del centro de menas de la casa de campo en Madrid y las viejecitas del barrio estaban y están asustadas. En mi bloque a una perdió el conocimiento del golpe y la lo robaron todo.;1
3289;2a Cta.Amo los animales.Hija de nana. Soy Chupa-fusil, facha y qla, vivo en la burbuja y realidad paralela.Casada con australiano, ambos antizurdos.Quiero mi💯%;;596;778;365;30/10/2020 20:47;29/12/2020 17:58;1;[];@gene_llerena YO SOY ANTI-INMIGRANTE. Punto.;1
3296;por que se llama asno si tiene una foto de un pinwino;Society;241;9334;739;16/09/2019 12:04;29/12/2020 17:49;4;[];@el_pais ke bien funciona la vacuna!! ... yo desde luego no me la voy a poner.. que se la pongan los menas!! y si no quieren fuera de españa🤬🤬y si quieren tambien!!!!!😡😠😡1uno!!;1
3298;Bienvenidos los tiempos duros pues ellos traerán la depuración de los cobardes.✝️🇻🇦.🇪🇦⚒🇯🇪.;;308;100;352;08/11/2020 14:06;29/12/2020 17:48;0;[];@VictationGrey ¡Puta mora de mierda!;1
3310;Española y libre;;2372;2012;92604;01/11/2019 21:18;29/12/2020 17:38;0;[];"@AdaColau @JRhodesPianist @PSOE Coger una patera 
Iros a Marruecos, aquí sobrais";1
3318;;;336;175;10774;02/06/2014 21:27;29/12/2020 17:35;0;[];Con los impuestos de los españoles se paga las vacunas y los gastos de los ilegales y menas, lo primero sería razonable lo segundo un robo. https://t.co/ONEbyJapjT;1
3321;;;737;134;2184;19/10/2009 13:29;29/12/2020 17:33;0;[];@infobae Negra de mierda.;1
3335;;;721;385;24963;14/08/2019 11:25;29/12/2020 17:21;0;[];"Okupa en la isla, 48 años, con este ya son dos intentos de violación.

Parece el prototipo ideal de inmigrante que quiere la izmierda.

Tranquilos, seguro que termina pagándonos las pensiones. Es que lo veo clarinete, neng!.";1
3341;La diferencia entre la velocidad de la luz y la del sonido estriba en que algunos/as pueden parecerte brillantes a 1° vista, hasta que abren la boca y la cagan.;Mojácar, España;14266;13713;20874;04/01/2019 23:35;29/12/2020 17:14;1;[];"@simoneandolo @WillyTolerdoo @Vero04434322 @sanchezcastejon Seguimos hablando de Menas, autores, de muchas manadas grupales este año.
No encontrará datos este 2020, sobre dichas violaciones porque curiosamente este 2020 no ha habido ninguna manada española censada.
Todas fueron de extranjeros y eso fastidia el discurso buenista.
Busque...";1
3347;𝐂𝐨𝐜𝐢𝐧𝐞𝐫𝐨 𝐲 𝐛𝐨𝐫𝐫𝐚𝐜𝐡𝐨 𝐜𝐨𝐧 𝐟𝐨𝐫𝐦𝐚𝐜𝐢𝐨𝐧/Logistica Operativa mi IP 23.100.97.194 /ⱠɆ₲łØ₦ ₳Ⱡ฿₳⚫⚪ loading...;Concepcion/santiago de chile;4428;5457;62010;19/06/2010 11:22;29/12/2020 17:07;0;[];"Si hicieran un operativo como corresponde inmigrante con antecedentes se expulsa.

Estarian todos los dias saliendo vuelos a colombia";1
3354;"Amo la gente de principios que no se corrompe con nada
Rechazo todo lo que los progres aman.
El👑me🎁un😇que me cuida y Protege
Creo en lo que el🌎dejó de creer";Chile🇨🇱;2144;4168;30261;18/10/2012 13:36;29/12/2020 17:04;1;[];"Ahora no solo hay que cuidarse del Covid, de la gente pendenciera, de los típicos lanzas chilenos, ahora hay que rezar antes de salir de la casa para no ser alcanzado por una bala de algún inmigrante.
Que paren la masacre los narcos.777 funerales narcos y ahora víctimas inocentes";1
3355;amante de la libertad y disfrutar el día a día.;RANCAGUA;123;35;1179;25/02/2010 21:03;29/12/2020 17:04;0;[];Los pobres inmigrante  haciendo de las suyas, no pagan impuestos, se adueñan  de nuestras calles que más esperan.  Ya se sabe que hay muchas armas en los barrios . Extranjero que comete un delito , se va de Chile  y punto https://t.co/8ioiHZAFxk;1
3366;Espia ruso en la defensa de catalunya... это секрет...;catalunya;1461;837;1686;27/10/2019 8:37;29/12/2020 16:55;0;[];@Morafanova @PataNegraDO1 @bardenera6 @Tonicanto1 Tuyo, en catalunya no tienes nada. Eres un simple inmigrante colonizador. De nada...;1
3367;;;53;10;483;01/05/2019 11:31;29/12/2020 16:52;0;[];"@MercedesSabio @PJoliCo @MMorguix Entiéndelo, si no vienes en patera no tienes prioridad. 

Disculpa, eso era antes.

Ahora la oferta te incluye barco hasta Canarias, con fiesta, clases de surf y hotel incluidos, y de ahí avión hasta la península.

Bueno, entonces solo necesitaría que Marruecos te avale.";1
3369;De corazón. #YoRechazo la mentira, el oportunismo y la hipocresía;;4884;5313;26454;14/05/2010 22:39;29/12/2020 16:52;288;[{'text': 'inmigrante', 'indices': [53, 64]}];"Ponga duro su corazón y no entregue limosna a ningún #inmigrante, ellos reciben apoyo del estado, atención de salud gratuita y además albergues para seguir acá. Solo lo hacen para causar ""pena"" y seguirán usando los recursos de tus impuestos y no se irán ¡¡";1
3391;🇨🇱;Santiago, Chile;151;12;146;08/07/2020 20:23;29/12/2020 16:37;0;[];"@SubPrevDelito @PDI_CHILE @RodrigoDelgadoM @katymartorell @Fisc_Occidente Hay que endurecer las leyes. 
Tolerancia cero con el inmigrante y penas de cárcel ejemplificadoras. 
Ya se perdió todo respeto.";1
3403;soy un polvo de navidad 🪐 🙉🙊🙈 LGBTI+🏳️‍🌈;alcantarillas;342;113;8856;07/11/2012 0:30;29/12/2020 16:29;0;[];@GemiditosWho pero y la paguita que te dan por ser inmigrante y los trabajos que vienes a robar? Eh?;1
3406;Nací...llevo desde entonces dando vueltas...;SANTIAGO DE COMPOSTELA;4995;2316;53421;21/05/2014 9:22;29/12/2020 16:26;0;[];"https://t.co/Q7NecxmEHj
VIDEO

UN INMIGRANTE MUSULMAN VIOLA DE UNA MANERA SALVAJE A UNA ANCIANA DE MAS DE 80 AÑOS EN LAS ISLAS CANARIAS....

ESTA NOTICIA NO LA VERAS EN LOS CANALES DE TELEVISION SOCIALCOMUNISTAS....LAS PERIODISTAS FEMILOCAS SOCIALCOMUNISTAS NO LA PUBLICARAN..
C
C";1
3407;Si tu me dices ven lo dejo todo,pero hoy no....mañana.;;551;27;478;27/05/2020 17:16;29/12/2020 16:26;1;[];@JRhodesPianist Te equivocas,cabrón,eres un basura inmigrante mas,que se va a aprovechar del sistema y de este Gobierno corrupto e indecente para vivir del cuento.Nunca serás de los nuestros,y vivirás con ello toda tu puta vida.;1
3408;Demócrata.;;3704;3755;39085;18/04/2010 16:22;29/12/2020 16:26;1;[];Que se monte en una patera y le dan hotel 5 estrellas, 1.000 euros, un móvil y pasaporte Español. https://t.co/pbAxawP1ss;1
